Source Row,Position Name,Facility,Department,Work Category,Specialty,Job Name,Source HR Department,Source Unit,Source Sub Unit,Source Staff Category,Source Work Speciality,Review Required,Review Reason,Work Category Confidence
13021,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13022,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13023,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13024,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13025,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13026,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13027,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13028,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13029,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13030,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13031,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13032,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13033,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13034,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13035,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,Para Medical,PM - Pathology,No,,High
13036,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,Para Medical,PM - Pathology,No,,High
13037,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,Para Medical,PM - Pathology,No,,High
13038,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13039,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13040,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
13041,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
13042,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
13043,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
13044,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
13045,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
13046,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
13047,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13048,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13049,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technologist 1,HQ - Medical Fitness Dept,,,,,No,,High
13050,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
13051,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13052,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13053,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13054,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13055,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13056,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13057,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13058,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
13059,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13060,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13061,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13062,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13063,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13064,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
13065,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13066,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13067,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13068,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13069,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13070,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13071,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13072,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13073,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13074,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13075,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13076,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13077,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13078,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13079,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13080,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13081,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13082,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13083,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13084,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
13085,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13086,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13087,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13088,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13089,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13090,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13091,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13092,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13093,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13094,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13095,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
13096,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13097,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13098,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13099,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
13100,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
13101,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13102,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13103,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13104,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13105,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13106,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13107,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13108,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
13109,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
13110,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13111,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Medical Laboratory Technician,HQ - Medical Fitness Dept,,,,,No,,High
13112,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13113,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
13114,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13115,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13116,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Nursing,Medical Fitness,Staff Nurse,HQ - Medical Fitness Dept,,,,,No,,High
13117,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13118,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13119,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13120,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13121,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13122,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13123,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13124,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13125,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13126,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13127,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Radiographer,HQ - Medical Fitness Dept,,,,,No,,High
13128,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
13129,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
13130,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Administration,Medical Fitness,Clerk,HQ - Medical Fitness Dept,,,,,No,,High
13131,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13132,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13133,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13134,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13135,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13136,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13137,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13138,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13139,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13140,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13141,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
13142,,Mirdif (Uptown) Medical Fitness Center,Medical Fitness,Para Medical,Medical Fitness,Phlebotomist,HQ - Medical Fitness Dept,,,,,No,,High
